country,state,city,year,month,population,population_density,ev_registrations,bev_registrations,phev_registrations,charging_stations,charging_points,latitude,longitude,ev_per_station,station_density,monthly_growth_pct,yoy_growth_pct,coverage_gap,demand_score,priority_score,infra_status,city_tier,ev_market_share_pct,bev_share_pct,ev_stock_city,adoption_stage
Norway,Oslo,Oslo,2025,5,702543.0,4855,1193.0,1096,97,8863.0,30678,59.9139,10.7522,38.99,12.6156,7.48,23.12,16.99,19.559,18.685,Needs Attention,Tier 1,35.8,92.0,345612,Late Majority
Norway,Oslo,Oslo,2025,6,702543.0,4855,1196.0,1133,63,8863.0,30678,59.9139,10.7522,38.99,12.6156,0.25,17.14,16.99,16.667,15.793,Needs Attention,Tier 1,35.8,92.0,345612,Late Majority
Norway,Oslo,Oslo,2025,7,702543.0,4855,1182.0,1152,30,8863.0,30678,59.9139,10.7522,38.99,12.6156,-1.17,4.69,16.99,16.567,15.693,Needs Attention,Tier 1,35.8,92.0,345612,Late Majority
Norway,Oslo,Oslo,2025,8,702543.0,4855,1300.0,1248,52,8863.0,30678,59.9139,10.7522,38.99,12.6156,9.98,7.26,16.99,20.559,19.685,Needs Attention,Tier 1,35.8,92.0,345612,Late Majority
Norway,Oslo,Oslo,2025,9,702543.0,4855,1175.0,1113,62,8863.0,30678,59.9139,10.7522,38.99,12.6156,-9.62,24.34,16.99,16.567,15.693,Needs Attention,Tier 1,35.8,92.0,345612,Late Majority
Norway,Oslo,Oslo,2025,10,702543.0,4855,1405.0,1267,138,8863.0,30678,59.9139,10.7522,38.99,12.6156,19.57,16.21,16.99,24.395,23.521,Needs Attention,Tier 1,35.8,92.0,345612,Late Majority
Norway,Oslo,Oslo,2025,11,702543.0,4855,1175.0,1035,140,8863.0,30678,59.9139,10.7522,38.99,12.6156,-16.37,3.52,16.99,16.567,15.693,Needs Attention,Tier 1,35.8,92.0,345612,Late Majority
Norway,Oslo,Oslo,2025,12,702543.0,4855,1207.0,1070,137,8863.0,30678,59.9139,10.7522,38.99,12.6156,2.72,-5.85,16.99,17.655,16.781,Needs Attention,Tier 1,35.8,92.0,345612,Late Majority
Norway,Oslo,Bærum,2021,1,126408.0,650,68.0,57,11,1133.0,2457,59.9139,10.513,19.69,8.96304,4.43,16.24,0.0,9.778,9.661,Adequate,Tier 2,16.8,82.0,22313,Early Majority
Norway,Oslo,Bærum,2021,2,126408.0,650,69.0,57,12,1133.0,2457,59.9139,10.513,19.69,8.96304,1.47,17.71,0.0,8.594,8.477,Adequate,Tier 2,16.8,82.0,22313,Early Majority
Norway,Oslo,Bærum,2021,3,126408.0,650,83.0,68,15,1133.0,2457,59.9139,10.513,19.69,8.96304,20.29,22.71,0.0,16.122,16.005,Adequate,Tier 2,16.8,82.0,22313,Early Majority
Norway,Oslo,Bærum,2021,4,126408.0,650,74.0,63,11,1133.0,2457,59.9139,10.513,19.69,8.96304,-10.84,15.04,0.0,8.006,7.889,Adequate,Tier 2,16.8,82.0,22313,Early Majority
Norway,Oslo,Bærum,2021,5,126408.0,650,77.0,63,14,1133.0,2457,59.9139,10.513,19.69,8.96304,4.05,14.89,0.0,9.626,9.509,Adequate,Tier 2,16.8,82.0,22313,Early Majority
Norway,Oslo,Bærum,2021,6,126408.0,650,83.0,66,17,1133.0,2457,59.9139,10.513,19.69,8.96304,7.79,19.88,0.0,11.122,11.005,Adequate,Tier 2,16.8,82.0,22313,Early Majority
Norway,Oslo,Bærum,2021,7,126408.0,650,71.0,57,14,1133.0,2457,59.9139,10.513,19.69,8.96304,-14.46,17.2,0.0,8.006,7.889,Adequate,Tier 2,16.8,82.0,22313,Early Majority
Norway,Oslo,Bærum,2021,8,126408.0,650,71.0,59,12,1133.0,2457,59.9139,10.513,19.69,8.96304,0.0,17.57,0.0,8.006,7.889,Adequate,Tier 2,16.8,82.0,22313,Early Majority
Norway,Oslo,Bærum,2021,9,126408.0,650,79.0,63,16,1133.0,2457,59.9139,10.513,19.69,8.96304,11.27,19.83,0.0,12.514,12.397,Adequate,Tier 2,16.8,82.0,22313,Early Majority
Norway,Oslo,Bærum,2021,10,126408.0,650,76.0,59,17,1133.0,2457,59.9139,10.513,19.69,8.96304,-3.8,16.18,0.0,8.006,7.889,Adequate,Tier 2,16.8,82.0,22313,Early Majority
Norway,Oslo,Bærum,2021,11,126408.0,650,75.0,60,15,1133.0,2457,59.9139,10.513,19.69,8.96304,-1.32,14.94,0.0,8.006,7.889,Adequate,Tier 2,16.8,82.0,22313,Early Majority
Norway,Oslo,Bærum,2021,12,126408.0,650,79.0,65,14,1133.0,2457,59.9139,10.513,19.69,8.96304,5.33,14.49,0.0,10.138,10.021,Adequate,Tier 2,16.8,82.0,22313,Early Majority
Norway,Oslo,Bærum,2022,1,126408.0,650,84.0,70,14,818.0,2642,59.9139,10.513,35.73,6.47111,6.33,23.53,13.73,16.954,16.837,Needs Attention,Tier 2,21.7,84.5,29224,Early Majority
Norway,Oslo,Bærum,2022,2,126408.0,650,85.0,72,13,818.0,2642,59.9139,10.513,35.73,6.47111,1.19,23.19,13.73,14.898,14.781,Needs Attention,Tier 2,21.7,84.5,29224,Early Majority
Norway,Oslo,Bærum,2022,3,126408.0,650,100.0,81,19,818.0,2642,59.9139,10.513,35.73,6.47111,17.65,20.48,13.73,21.482,21.365,Needs Attention,Tier 2,21.7,84.5,29224,Early Majority
Norway,Oslo,Bærum,2022,4,126408.0,650,101.0,89,12,818.0,2642,59.9139,10.513,35.73,6.47111,1.0,36.49,13.73,14.822,14.705,Needs Attention,Tier 2,21.7,84.5,29224,Early Majority
Norway,Oslo,Bærum,2022,5,126408.0,650,108.0,91,17,818.0,2642,59.9139,10.513,35.73,6.47111,6.93,40.26,13.73,17.194,17.077,Needs Attention,Tier 2,21.7,84.5,29224,Early Majority
Norway,Oslo,Bærum,2022,6,126408.0,650,89.0,76,13,818.0,2642,59.9139,10.513,35.73,6.47111,-17.59,7.23,13.73,14.422,14.305,Needs Attention,Tier 2,21.7,84.5,29224,Early Majority
Norway,Oslo,Bærum,2022,7,,650,90.0,74,16,818.0,2642,59.9139,10.513,35.73,6.47111,1.12,26.76,13.73,14.87,14.753,Needs Attention,Tier 2,21.7,84.5,29224,Early Majority
Norway,Oslo,Bærum,2022,8,126408.0,650,103.0,87,16,818.0,2642,59.9139,10.513,35.73,6.47111,14.44,45.07,13.73,,20.081,Needs Attention,Tier 2,21.7,84.5,29224,Early Majority
Norway,Oslo,Bærum,2022,9,126408.0,650,116.0,101,15,818.0,2642,59.9139,10.513,35.73,6.47111,12.62,46.84,13.73,19.47,19.353,Needs Attention,Tier 2,21.7,84.5,29224,Early Majority
Norway,Oslo,Bærum,2022,10,126408.0,650,117.0,95,22,818.0,2642,59.9139,10.513,35.73,6.47111,0.86,53.95,13.73,14.766,14.649,Needs Attention,Tier 2,21.7,84.5,29224,Early Majority
Norway,Oslo,Bærum,2022,11,126408.0,650,99.0,85,14,818.0,2642,59.9139,10.513,35.73,6.47111,-15.38,32.0,13.73,14.422,14.305,Needs Attention,Tier 2,21.7,84.5,29224,Early Majority
Norway,Oslo,Bærum,2022,12,126408.0,650,102.0,82,20,818.0,2642,59.9139,10.513,35.73,6.47111,3.03,29.11,13.73,15.634,15.517,Needs Attention,Tier 2,21.7,84.5,29224,Early Majority
Norway,Oslo,Bærum,2023,1,126408.0,650,109.0,89,20,1247.0,2998,59.9139,10.513,24.49,9.86488,6.86,29.76,2.49,12.67,12.553,Needs Attention,Tier 2,26.2,87.0,30545,Early Majority
Norway,Oslo,Bærum,2023,2,126408.0,650,93.0,76,17,1247.0,2998,59.9139,10.513,24.49,9.86488,-14.68,9.41,2.49,9.926,9.809,Needs Attention,Tier 2,26.2,87.0,30545,Early Majority
Norway,Oslo,Bærum,2023,3,126408.0,650,107.0,90,17,1247.0,2998,59.9139,10.513,24.49,9.86488,15.05,7.0,2.49,15.946,15.829,Needs Attention,Tier 2,26.2,87.0,30545,Early Majority
Norway,Oslo,Bærum,2023,4,126408.0,650,94.0,81,13,1247.0,2998,59.9139,10.513,24.49,9.86488,-12.15,-6.93,2.49,9.926,9.809,Needs Attention,Tier 2,26.2,87.0,30545,Early Majority
Norway,Oslo,Bærum,2023,5,126408.0,650,98.0,87,11,1247.0,2998,59.9139,10.513,24.49,9.86488,4.26,-9.26,2.49,11.63,11.513,Needs Attention,Tier 2,26.2,87.0,30545,Early Majority
Norway,Oslo,Bærum,2023,6,126408.0,650,95.0,82,13,1247.0,2998,59.9139,10.513,24.49,9.86488,-3.06,6.74,2.49,9.926,9.809,Needs Attention,Tier 2,26.2,87.0,30545,Early Majority
Norway,Oslo,Bærum,2023,7,126408.0,650,100.0,84,16,1247.0,2998,59.9139,10.513,24.49,9.86488,5.26,11.11,2.49,12.03,11.913,Needs Attention,Tier 2,26.2,87.0,30545,Early Majority
Norway,Oslo,Bærum,2023,8,126408.0,650,109.0,100,9,1247.0,2998,59.9139,10.513,24.49,9.86488,9.0,5.83,2.49,13.526,13.409,Needs Attention,Tier 2,26.2,87.0,30545,Early Majority
Norway,Oslo,Bærum,2023,9,126408.0,650,114.0,95,19,1247.0,2998,59.9139,10.513,24.49,9.86488,4.59,-1.72,2.49,11.762,11.645,Needs Attention,Tier 2,26.2,87.0,30545,Early Majority
Norway,Oslo,Bærum,2023,10,126408.0,650,124.0,106,18,1247.0,2998,59.9139,10.513,24.49,9.86488,8.77,5.98,2.49,13.434,13.317,Needs Attention,Tier 2,26.2,87.0,30545,Early Majority
Norway,Oslo,Bærum,2023,11,126408.0,650,83.0,71,12,1247.0,2998,59.9139,10.513,24.49,9.86488,-33.06,-16.16,2.49,9.926,9.809,Needs Attention,Tier 2,26.2,87.0,30545,Early Majority
Norway,Oslo,Bærum,2023,12,126408.0,650,109.0,97,12,1247.0,2998,59.9139,10.513,24.49,9.86488,31.33,6.86,2.49,22.458,22.341,Needs Attention,Tier 2,26.2,87.0,30545,Early Majority
Norway,Oslo,Bærum,2024,1,126408.0,650,113.0,98,15,1117.0,3698,59.9139,10.513,32.99,8.83647,3.67,3.67,10.99,14.794,14.677,NEEDS ATTENTION,Tier 2,31.2,89.5,36851,Early Majority
Norway,Oslo,Bærum,2024,2,126408.0,650,109.0,98,11,1117.0,3698,59.9139,10.513,32.99,8.83647,-3.54,17.2,10.99,13.326,13.209,Needs Attention,Tier 2,31.2,89.5,36851,Early Majority
Norway,Oslo,Bærum,2024,3,126408.0,650,167.0,146,21,1117.0,3698,59.9139,10.513,32.99,8.83647,53.21,56.07,10.99,34.61,34.493,Needs Attention,Tier 2,31.2,89.5,36851,Early Majority
Norway,Oslo,Bærum,2024,0,126408.0,650,115.0,99,16,1117.0,3698,59.9139,10.513,32.99,8.83647,-31.14,22.34,10.99,13.326,13.209,Needs Attention,Tier 2,31.2,89.5,36851,Early Majority
Norway,Oslo,Bærum,2024,5,126408.0,650,146.0,130,16,1117.0,3698,59.9139,10.513,32.99,8.83647,26.96,48.98,10.99,24.11,23.993,Needs Attention,Tier 2,31.2,89.5,36851,Early Majority
Norway,Oslo,Bærum,2024,6,126408.0,650,129.0,112,17,1117.0,3698,59.9139,10.513,32.99,8.83647,-11.64,35.79,10.99,13.326,13.209,Needs Attention,Tier 2,31.2,89.5,36851,Early Majority
Norway,Oslo,Bærum,2024,0,126408.0,650,129.0,116,13,1117.0,3698,59.9139,10.513,32.99,8.83647,0.0,29.0,10.99,13.326,13.209,Needs Attention,Tier 2,31.2,89.5,36851,Early Majority
Norway,Oslo,Bærum,2024,8,126408.0,650,123.0,113,10,1117.0,3698,59.9139,10.513,32.99,8.83647,-4.65,12.84,10.99,13.326,13.209,Needs Attention,Tier 2,31.2,89.5,36851,Early Majority
Norway,Oslo,Bærum,2024,9,126408.0,650,141.0,119,22,1117.0,3698,59.9139,10.513,32.99,8.83647,14.63,23.68,10.99,19.178,19.061,Needs Attention,Tier 2,31.2,89.5,36851,Early Majority
Norway,Oslo,Bærum,2024,10,126408.0,650,130.0,111,19,1117.0,3698,59.9139,10.513,32.99,8.83647,-7.8,4.84,10.99,13.326,13.209,Needs Attention,Tier 2,31.2,89.5,36851,Early Majority
Norway,Oslo,Bærum,2024,11,126408.0,650,119.0,104,15,1117.0,3698,59.9139,10.513,32.99,8.83647,-8.46,43.37,10.99,13.326,13.209,Needs Attention,Tier 2,31.2,89.5,36851,Early Majority
Norway,Oslo,Bærum,2024,12,126408.0,650,144.0,131,13,1117.0,3698,59.9139,10.513,32.99,8.83647,21.01,32.11,10.99,21.73,21.613,Needs Attention,Tier 2,31.2,89.5,36851,Early Majority
Norway,Oslo,Bærum,2025,1,126408.0,650,140.0,122,18,1510.0,4889,59.9139,10.513,33.41,11.94545,-2.78,23.89,11.41,13.494,13.377,Needs Attention,Tier 2,35.8,92.0,50443,Late Majority
Norway,Oslo,Bærum,2025,2,126408.0,650,154.0,146,8,1510.0,4889,59.9139,10.513,33.41,11.94545,10.0,41.28,11.41,17.494,17.377,Needs Attention,Tier 2,35.8,92.0,50443,Late Majority
Norway,Oslo,Bærum,2025,3,126408.0,650,215.0,193,22,1510.0,4889,59.9139,10.513,33.41,11.94545,39.61,28.74,11.41,29.338,29.221,Needs Attention,Tier 2,35.8,92.0,50443,Late Majority
Norway,Oslo,Bærum,2025,4,126408.0,650,182.0,172,10,1510.0,4889,59.9139,10.513,33.41,11.94545,-15.35,58.26,11.41,13.494,13.377,Needs Attention,Tier 2,35.8,92.0,50443,Late Majority
Norway,Oslo,Bærum,2025,5,126408.0,650,168.0,155,13,1510.0,4889,59.9139,10.513,33.41,11.94545,-7.69,15.07,11.41,13.494,13.377,Needs Attention,Tier 2,35.8,92.0,50443,Late Majority
Norway,Oslo,Bærum,2025,6,126408.0,650,181.0,166,15,1510.0,4889,59.9139,10.513,33.41,11.94545,7.74,40.31,11.41,16.59,16.473,Needs Attention,Tier 2,35.8,92.0,50443,Late Majority
Norway,Oslo,Bærum,2025,7,126408.0,650,160.0,138,22,1510.0,4889,59.9139,10.513,33.41,11.94545,-11.6,24.03,11.41,13.494,13.377,Needs Attention,Tier 2,35.8,92.0,50443,Late Majority
Norway,Oslo,Bærum,2025,8,126408.0,650,145.0,134,11,1510.0,4889,59.9139,10.513,33.41,11.94545,-9.38,17.89,11.41,13.494,13.377,Needs Attention,Tier 2,35.8,92.0,50443,Late Majority
Norway,Oslo,Bærum,2025,9,126408.0,650,187.0,181,6,1510.0,4889,59.9139,10.513,33.41,11.94545,28.97,32.62,11.41,25.082,24.965,Needs Attention,Tier 2,35.8,92.0,50443,Late Majority
Norway,Oslo,Bærum,2025,10,126408.0,650,189.0,172,17,1510.0,4889,59.9139,10.513,33.41,11.94545,1.07,45.38,11.41,13.922,13.805,Needs Attention,Tier 2,35.8,92.0,50443,Late Majority
Norway,Oslo,Bærum,2025,11,126408.0,650,204.0,186,18,1510.0,4889,59.9139,10.513,33.41,11.94545,7.94,71.43,11.41,16.67,16.553,Needs Attention,Tier 2,35.8,92.0,50443,Late Majority
Norway,Oslo,Bærum,2025,12,126408.0,650,199.0,190,9,-10.0,4889,59.9139,10.513,33.41,11.94545,-2.45,38.19,11.41,13.494,13.377,Needs Attention,Tier 2,35.8,92.0,50443,Late Majority
Norway,Oslo,Lillestrøm,2021,1,87000.0,520,38.0,32,6,358.0,1136,59.957,11.051,33.96,4.11494,4.59,14.91,11.96,15.524,15.43,Needs Attention,Tier 3,16.8,82.0,12156,Early Majority
Norway,Oslo,Lillestrøm,2021,2,87000.0,520,37.0,30,7,358.0,1136,59.957,11.051,33.96,4.11494,-2.63,16.81,11.96,13.688,13.594,Needs Attention,Tier 3,16.8,82.0,12156,Early Majority
Norway,Oslo,Lillestrøm,2021,3,87000.0,520,44.0,37,7,358.0,1136,59.957,11.051,33.96,4.11494,18.92,16.51,11.96,21.256,21.162,Needs Attention,Tier 3,16.8,82.0,12156,Early Majority
